gene.names,s.coeff.nominal,s.error,s.coeff.nacl,s.error.nacl
wt-cfp_156,0.000670878472597499,0.00273736465283882,0.00336019498500553,0.0048453122055768
wt-rfp_39,0.000681842243333635,0.002878954563022,0.0017774158273189,0.00287967387383464
wt-cfp_143,0.000694689950696278,0.0010892671929955,0.00789402215538476,0.00208011057967841
wt-cfp_133,0.000773589657906774,0.00226784799097904,0.000852850829723339,0.000847166958670279
wt-cfp_105,0.000831380033173073,0.00211268965319152,-0.00249942599230266,0.00250056311658402
wt-rfp_55,0.000899061019568099,0.00305956136504098,-0.000513650066979676,0.00200351006026101
wt-rfp_59,0.000964266718478263,0.00247443073382164,0.0012300885385701,0.00205786473444221
wt-cfp_166,0.00102191332571905,0.00180400273606071,0.00167324657703554,0.00294325395942566
wt-cfp_136,0.00109654216543339,0.00148892614351646,0.00215638309726839,0.0022355517078266
wt-rfp_12,0.00110633467888434,0.00276124216196486,-0.00171572878833998,0.00292497703626859
wt-rfp_4,0.00112927853258312,0.00157785361783706,-0.00565287618855045,0.00271309529908972
wt-rfp_49,0.00118094010666379,0.00270115624319606,0.00137373044348048,0.00253827821191748
wt-rfp_32,0.00118823050599696,0.0026100485465364,-0.00141306718774909,0.00404457174693965
wt-rfp_28,0.00119419914570424,0.00290310834843622,0.00242564364378343,0.001911675970152
wt-cfp_101,0.00121227978424099,0.00221689851841878,-0.00391454255532341,0.00244706928317327
wt-rfp_21,0.00122819322057129,0.00335088563278332,-0.00153927819086654,0.00298936267397062
wt-rfp_26,0.00128075113363431,0.00128771684166194,0.00240573104945153,0.00174034119238155
wt-cfp_155,0.00129579772421178,0.00207646441634342,-0.00152045057929639,0.00263331803257306
wt-cfp_168,0.00131323276658987,0.00199052473056333,-0.00106474909309446,0.00357106704223168
wt-cfp_154,0.00133666651259786,0.00248368967563089,-0.000363093362845419,0.00173431900087028
wt-rfp_74,0.00147371382334163,0.00195494245312182,0.00465970145799377,0.00403151719881346
wt-cfp_114,0.00149601278944296,0.00254832350227949,0.000229159848859793,0.0021448001568596
wt-rfp_46,0.00152815575624863,0.00211097744511592,0.00182445363091743,0.00165396479696159
wt-rfp_23,0.00162770758876657,0.00243679798713241,-0.00100066574479954,0.00296026527441963
wt-rfp_18,0.00173542947161411,0.00203935556822155,0.000941568337865009,0.00196697262301879
wt-rfp_31,0.00187570754173775,0.00165591046240144,0.0023655739378407,0.00193517711219808
wt-cfp_178,0.00197487151608031,0.00186470930772458,-2.63016609467863e-05,0.00105919238234649
wt-rfp_61,0.00200028094455101,0.00159572058309383,-0.00218357897978302,0.00208596511441029
wt-rfp_42,0.00204774198346258,0.00177365588752043,-0.00241939409850884,0.00153381555269879
wt-rfp_25,0.00209249201556955,0.00163783678280277,0.000508661418158697,0.00223857436831217
wt-rfp_1,0.00210868976624422,0.00133011152179775,0.00225711172288683,0.002487865382734
wt-rfp_14,0.00215908051375262,0.00189045535198294,0.000392957617259765,0.00201889969080525
wt-cfp_140,0.0021592632809485,0.00240518239293169,0.000392270320386695,0.001785875270837
wt-rfp_19,0.00217752518362988,0.00277579340778126,-0.00378638279221069,0.00267755226604936
wt-rfp_65,0.0022021764637679,0.00248915218143816,0.00285584184173173,0.00248621438051289
wt-rfp_73,0.00236393086815374,0.00142717665356217,-0.00477598599525616,0.00293782583710626
wt-rfp_58,0.00236520754757309,0.00181332895686027,0.00700445252534932,0.00115509444959874
wt-cfp_141,0.00241599918845379,0.00222738026382971,0.00527898234722159,0.00238471714575096
wt-rfp_11,0.00249553756402498,0.00327914908738178,-0.00377185185236688,0.00289588722854957
wt-rfp_41,0.00251344864626461,0.0028865531116119,-0.000567216906389317,0.00176973554816234
wt-cfp_108,0.00265382046119592,0.00215141195695144,0.000311295032694166,0.00222804952100243
wt-cfp_185,0.00267481770192938,0.00333336428176097,-0.0029974224045024,0.00222159908065513
wt-cfp_135,0.00273896744063742,0.00201006200748272,NA,NA
wt-rfp_47,0.00274035785017183,0.00152904667163032,0.00375465892464191,0.00198324310215254
wt-rfp_20,0.00276908081074184,0.00117358872880756,0.00378874244087271,0.0019626773952743
wt-cfp_148,0.00290297570140227,0.00151670659637266,-0.000508388199882378,0.00100244654120126
wt-rfp_15,0.00311614811268223,0.00279808842642311,0.00266074991948054,0.00244388343614073
wt-rfp_17,0.0031312042782628,0.00189049133564429,-0.00498339866273927,0.00293731391498217
wt-rfp_51,0.00323817549045212,0.00147051108259344,0.00439539149786018,0.00232756158121154
wt-cfp_137,0.00327327068380828,0.0022889637667711,0.00200989133188251,0.00193535900700827
wt-rfp_38,0.00330081849671019,0.00234111480404582,0.00194648886421974,0.00207623032159523
wt-cfp_167,0.00334863391646118,0.0014470515370086,-0.00494097085327276,0.00330249042128421
wt-rfp_53,0.00340231148888196,0.00283881903991884,0.00224097257385266,0.00297949541964776
wt-rfp_63,0.00340946398349853,0.00107362779603004,0.00353280595052381,0.00129220369405167
wt-cfp_152,0.00345822959650222,0.000690326963178393,-0.000914745270094827,0.00299177594723967
wt-rfp_79,0.00348848327860971,0.00230889215568023,0.00722706799944335,0.00217283956899361
wt-rfp_54,0.00355316892018126,0.00233503358451901,0.00103424981674935,0.00221677626102766
wt-rfp_7,0.00364968845217645,0.00386469187917184,-0.00109165697887502,0.00221305859186145
wt-rfp_77,0.00367785737923987,0.00232289140939538,0.00126931633590853,0.00122149689733576
wt-rfp_5,0.0036997985121945,0.00272610090412303,-0.00335222143745868,0.00196183411235877
wt-cfp_128,0.00379163612915753,0.00198675348910632,-0.00255338248850734,0.00154367694449832
wt-rfp_50,0.00403127961664658,0.00284035063198627,0.00236055670842204,0.0027886878233089
wt-rfp_57,0.00467375747096353,0.00186337887911284,0.00242159334049052,0.00223757483949558
wt-rfp_45,0.00485278995070393,0.00155673967685885,-0.00044865662410459,0.00182943744230436
wt-rfp_78,0.00486843541009477,0.0030595598888259,0.00724530528876398,0.00156383732138567
wt-rfp_83,0.00487002465012601,0.00243949666826049,0.00440327662427,0.00182904992272212
wt-rfp_3,0.00506150495189098,0.00278033902794574,0.00889079409805355,0.00195725530603313
wt-cfp_102,0.00547432952167409,0.00225028976978356,0.000302559967706745,0.00282912086074831
wt-rfp_76,0.00599784111392499,0.00219234602938379,0.00743854518625255,0.00297330445087697
wt-rfp_66,0.00604561510755263,0.00300288470444762,0.00285207952715273,0.00309170780494254
wt-rfp_33,0.00608808283802828,0.00211632243599483,0.000257581497426759,0.0032063929394362
wt-rfp_56,0.00638679747109049,0.00240047333434068,-0.000614208590377292,0.00376455538978648
wt-rfp_68,0.00927030632273144,0.00121975391537119,0.000463240953790532,0.00219501130486596
