Experiment Name,Plate Name,Record Date,$OP,GUID,Well Name,PLATE ID,All Events Parent Name,All Events #Events,All Events %Parent,All Events %Grand Parent,All Events %Total,All Events mCherry-A Mean,All Events mCherry-A Median,All Events mCherry-A SD,All Events CFP-A Mean,All Events CFP-A Median,All Events CFP-A SD,P3 Parent Name,P3 #Events,P3 %Parent,P3 %Grand Parent,P3 %Total,P3 mCherry-A Mean,P3 mCherry-A Median,P3 mCherry-A SD,P3 CFP-A Mean,P3 CFP-A Median,P3 CFP-A SD,P4 Parent Name,P4 #Events,P4 %Parent,P4 %Grand Parent,P4 %Total,P4 mCherry-A Mean,P4 mCherry-A Median,P4 mCherry-A SD,P4 CFP-A Mean,P4 CFP-A Median,P4 CFP-A SD
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:30:40 PM",Administrator ,759fa4d5-6cc9-4dca-be0e-5e3c1f57eaef ,A1,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20124,,,,18028,9388,26835,7220,2398,11709,All Events,8263,41.1,,41.1,24,19,57,14454,10525,12312,All Events,11226,55.8,,55.8,31855,22990,28003,1685,879,3300
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:30:51 PM",Administrator ,72dfd65a-58d8-4be2-83fe-97ae265e2c40 ,A2,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,20459,12845,28251,6388,1571,10798,All Events,7387,36.9,,36.9,23,20,64,14281,10374,12098,All Events,11978,59.9,,59.9,33430,25130,28027,1407,804,2846
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:31:02 PM",Administrator ,8134c8db-6d87-4262-8d4e-796db590a1f6 ,A3,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,20903,12316,29778,6611,1754,10936,All Events,7581,37.9,,37.9,27,21,56,14483,10711,12237,All Events,11892,59.5,,59.5,34342,24859,30009,1528,826,3254
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:31:13 PM",Administrator ,f4cf64db-96c3-4167-8cba-e63ca683e8fe ,A4,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,20138,11532,29809,6794,1806,11360,All Events,7878,39.4,,39.4,22,18,58,14356,10449,12315,All Events,11564,57.8,,57.8,33746,24455,29935,1474,791,3244
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:31:25 PM",Administrator ,0160ec0e-55c1-45d4-b4cd-b4dc63b351a4 ,A5,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,20310,11307,29587,7066,2099,11554,All Events,7867,39.3,,39.3,15,17,72,14554,10649,12210,All Events,11390,57.0,,57.0,35137,25707,30621,1644,873,3362
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:31:36 PM",Administrator ,0d2233d1-6006-46da-a599-2e603fe57c9d ,A6,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,19100,10313,28479,6939,2055,10991,All Events,8377,41.9,,41.9,24,19,54,14027,10226,11847,All Events,11055,55.3,,55.3,33771,24872,29110,1505,808,3289
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:31:47 PM",Administrator ,02c2a852-277a-497f-b5f4-0635975c48f6 ,A7,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,19760,10742,29655,7201,2096,11393,All Events,8382,41.9,,41.9,25,21,61,14530,10505,12164,All Events,11067,55.3,,55.3,35172,25325,31065,1523,813,3213
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:31:58 PM",Administrator ,cd908fb4-3fdf-4e41-8bea-53463da977c3 ,A8,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,19610,11560,27970,6824,1880,11175,All Events,8039,40.2,,40.2,26,22,62,14235,10369,12073,All Events,11443,57.2,,57.2,33693,25161,28301,1483,802,3221
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:32:10 PM",Administrator ,1e0f05e3-88c8-4c77-acef-9f8deef9dced ,A9,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18745,8780,29067,7358,2328,11819,All Events,8402,42.0,,42.0,20,19,68,14270,10575,12144,All Events,10585,52.9,,52.9,34505,25351,29745,1615,846,3511
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:32:20 PM",Administrator ,97e27981-424e-4a6b-b956-763402b69461 ,A10,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18153,8930,28025,7195,2320,11192,All Events,8710,43.6,,43.6,24,20,58,14025,10329,11893,All Events,10536,52.7,,52.7,33717,24725,29009,1546,786,3683
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:32:31 PM",Administrator ,3f8ce64d-b8bc-4fa4-a470-32785e3afada ,A11,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,17788,8681,27272,7398,2411,11619,All Events,8722,43.6,,43.6,28,23,57,14438,10505,12238,All Events,10564,52.8,,52.8,33000,24406,28256,1540,829,3310
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:32:41 PM",Administrator ,08b31535-133d-4149-8c0e-448b84cfabc2 ,A12,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,17483,8722,26280,7259,2363,11388,All Events,8512,42.6,,42.6,12,15,74,14103,10244,12046,All Events,10747,53.7,,53.7,31909,23845,27186,1681,814,4072
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:32:51 PM",Administrator ,c29d8066-dc11-4f54-9025-77e6156ee942 ,B1,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18927,11973,25983,6770,1823,11198,All Events,7549,37.7,,37.7,24,22,66,14644,10814,12337,All Events,11922,59.6,,59.6,31528,23478,26501,1622,878,3343
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:33:02 PM",Administrator ,40e9b93c-1e75-4b13-89ca-16b1324e0181 ,B2,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18054,8614,28172,7298,2514,11345,All Events,8774,43.9,,43.9,25,22,56,14067,10372,11791,All Events,10612,53.1,,53.1,33424,24108,29884,1553,829,3249
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:33:13 PM",Administrator ,87e2bb83-f37f-4943-a7f2-cb31358daae9 ,B3,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,17933,10493,25541,6997,1830,11951,All Events,8007,40.0,,40.0,23,19,58,14373,10665,12206,All Events,11329,56.6,,56.6,31373,23354,26323,1545,808,3612
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:33:24 PM",Administrator ,b54c6676-d6c5-4896-b9e9-3a5f9bc9c01b ,B4,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,20564,6799,31383,7903,3103,11990,All Events,9287,46.4,,46.4,26,23,62,14392,10489,12207,All Events,10035,50.2,,50.2,40014,30564,31745,1739,980,3743
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:33:35 PM",Administrator ,9ca97dfb-19fa-44cd-b18d-f56da2f153e0 ,B5,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18562,10197,27241,7372,2122,11946,All Events,8493,42.5,,42.5,26,21,64,14559,10748,12336,All Events,10971,54.9,,54.9,33165,24916,27762,1534,788,3655
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:33:46 PM",Administrator ,da20b092-1954-43b1-83d5-3461552ee280 ,B6,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,17900,8975,27263,7524,2478,11680,All Events,8747,43.7,,43.7,26,21,58,14542,10675,12249,All Events,10718,53.6,,53.6,33012,23927,28787,1602,837,3669
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:33:57 PM",Administrator ,6c876aaa-1c0c-4a37-a88c-f9a9de7a2524 ,B7,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,17231,9221,25732,7413,2632,11792,All Events,8530,42.7,,42.7,27,22,57,14289,10532,11876,All Events,11006,55.0,,55.0,30882,22663,26718,1754,968,3371
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:34:08 PM",Administrator ,23c94717-e4f4-4b7a-b296-3ad475afc16d ,B8,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18194,8530,27826,7674,2735,11762,All Events,9048,45.2,,45.2,24,21,59,14470,10727,12062,All Events,10482,52.4,,52.4,33993,25413,28686,1606,812,3707
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:34:19 PM",Administrator ,b688cfe3-1351-4b73-a25c-1dac9d67fb63 ,B9,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,17702,8625,27131,7622,2496,11928,All Events,8973,44.9,,44.9,27,21,56,14464,10734,12121,All Events,10540,52.7,,52.7,32971,24441,28153,1526,802,3792
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:34:30 PM",Administrator ,0b508997-a9a6-458d-b3fe-6cb67eec8274 ,B10,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,20462,10448,30750,7317,2384,11685,All Events,8754,43.8,,43.8,25,20,56,14101,10372,11815,All Events,10786,53.9,,53.9,36954,27001,31446,1516,800,3532
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:34:41 PM",Administrator ,09a33db0-4db8-4bf7-8122-969521216793 ,B11,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,289,23,3846,13583,9558,13368,All Events,19392,97.0,,97.0,28,22,45,13459,9757,11619,All Events,156,0.8,,0.8,32831,24336,28859,1737,676,4138
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:34:51 PM",Administrator ,ab6ac9b7-488d-499e-a555-a4ea344c0d26 ,B12,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,15615,7310,24303,7010,2694,10596,All Events,9175,45.9,,45.9,22,18,55,13140,9611,11158,All Events,10445,52.2,,52.2,29448,21443,25590,1506,759,3546
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:35:02 PM",Administrator ,9e996ed2-0960-45d4-af58-20427277bea6 ,C1,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18934,10631,28215,7018,1965,11591,All Events,8228,41.1,,41.1,20,18,63,14274,10307,12301,All Events,11251,56.3,,56.3,33114,23935,29368,1445,789,3146
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:35:13 PM",Administrator ,69df4306-3a5b-4b8a-b877-f235eb1d7af6 ,C2,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18184,8108,28172,7608,2666,11607,All Events,9202,46.0,,46.0,29,24,56,14342,10599,11992,All Events,10344,51.7,,51.7,34358,25425,29264,1405,777,3251
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:35:26 PM",Administrator ,e80a2cc3-c8a4-4d77-8f00-b69b7b2f30eb ,C3,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18452,9277,28231,7496,2356,12076,All Events,8864,44.3,,44.3,27,22,57,14329,10257,12387,All Events,10717,53.6,,53.6,33799,24392,29486,1488,774,3739
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:35:37 PM",Administrator ,b8e4f661-8714-4612-bf4d-88e9db01032a ,C4,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18414,8477,29016,7743,2771,12179,All Events,9125,45.6,,45.6,29,24,53,14569,10491,12614,All Events,10470,52.4,,52.4,34434,24725,30480,1478,820,3125
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:35:49 PM",Administrator ,3324ce0c-04de-4cb3-8533-fbe886586117 ,C5,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18769,6937,29658,7935,3092,11978,All Events,9449,47.2,,47.2,30,24,54,14573,10697,12182,All Events,10129,50.6,,50.6,36294,26742,31209,1482,826,3239
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:36:00 PM",Administrator ,88826019-1e45-4e5f-a5dc-e9f30bdc3462 ,C6,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,17790,8937,26968,7658,2570,12279,All Events,8973,44.9,,44.9,23,19,59,14445,10469,12222,All Events,10594,53.0,,53.0,33128,24336,28295,1461,808,3099
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:36:11 PM",Administrator ,f887b5a5-4aaf-40be-b385-cd4df5acb350 ,C7,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,17651,8789,26358,7554,2509,12049,All Events,8932,44.7,,44.7,26,22,56,14310,10528,11958,All Events,10691,53.5,,53.5,32638,24227,27552,1506,796,3620
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:36:23 PM",Administrator ,dd896ec1-28bb-4037-90a2-abc7c7d5de7c ,C8,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18578,8325,28367,7930,2897,12308,All Events,8962,44.8,,44.8,25,22,61,14557,10569,12458,All Events,10432,52.2,,52.2,35106,25927,29825,1617,843,3731
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:36:35 PM",Administrator ,37360166-9aa1-4df1-a451-462adea55ca4 ,C9,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18230,8030,28365,8031,2938,12740,All Events,9069,45.3,,45.3,19,18,65,14682,10826,12592,All Events,10416,52.1,,52.1,34518,25121,30062,1611,830,3436
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:36:47 PM",Administrator ,08e43ddf-0111-42a6-b534-2dda66ac8760 ,C10,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18045,8627,27821,7792,2623,12404,All Events,8762,43.8,,43.8,24,21,67,14570,10487,12518,All Events,10610,53.1,,53.1,33430,24419,29126,1542,788,3459
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:36:58 PM",Administrator ,007b25b3-e13a-46cb-8af7-f103015850db ,C11,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20020,,,,17447,8501,26775,7201,2503,11643,All Events,9002,45.0,,45.0,27,21,54,13667,9732,11856,All Events,10636,53.1,,53.1,32390,23830,28354,1422,768,3391
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:37:09 PM",Administrator ,5831afe7-da13-48bd-a86f-89cce3ce04a3 ,C12,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,17585,9392,26603,6701,2128,10772,All Events,8392,42.0,,42.0,24,20,56,13486,9700,11809,All Events,11267,56.3,,56.3,30660,21857,27842,1514,780,3286
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:37:20 PM",Administrator ,f9b729be-cb26-488b-9257-3823e57bb9a3 ,D1,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,20061,12270,27919,6986,1660,12021,All Events,7861,39.3,,39.3,23,20,63,14752,10986,12333,All Events,11756,58.8,,58.8,33711,25251,28335,1410,771,3376
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:37:31 PM",Administrator ,df0d6c1b-b0d4-4089-9572-03fff6b98ca7 ,D2,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18249,11123,25599,6888,1664,11300,All Events,8278,41.4,,41.4,24,21,57,14252,10375,11993,All Events,11383,56.9,,56.9,31655,23933,26023,1305,705,3157
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:37:42 PM",Administrator ,2fe58872-2f14-4037-945e-659bd9cceeb7 ,D3,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,619,24,5538,14389,10194,14109,All Events,19233,96.2,,96.2,29,23,47,14347,10478,12295,All Events,382,1.9,,1.9,30353,22774,26304,1875,689,4706
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:37:53 PM",Administrator ,7779e3dd-3f1c-4b71-b293-cd3845d7d2da ,D4,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,17384,4680,27909,8105,3414,12175,All Events,9676,48.4,,48.4,25,20,58,14459,10538,12165,All Events,9948,49.7,,49.7,34260,25203,29891,1550,774,3586
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:38:04 PM",Administrator ,5a473687-12f8-4817-94ef-4f5c5f70be8e ,D5,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,17920,7337,28184,8188,3007,12563,All Events,9462,47.3,,47.3,28,22,55,15015,11072,12634,All Events,10171,50.9,,50.9,34663,25705,29837,1490,765,3650
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:38:15 PM",Administrator ,683b167c-01bb-42e4-92da-c925d02d3c0e ,D6,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18932,150,31624,8640,4027,12785,All Events,10146,50.7,,50.7,25,20,58,14666,10808,12206,All Events,9443,47.2,,47.2,39211,28300,34041,1628,878,3478
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:38:27 PM",Administrator ,fcd34402-317c-4c26-8cf5-6bec95d5d7ba ,D7,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18633,7965,28445,8020,3032,12132,All Events,9364,46.8,,46.8,29,23,57,14786,10729,12683,All Events,10273,51.4,,51.4,35882,26683,30133,1551,826,3600
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:38:38 PM",Administrator ,a6ebabbe-0b6a-4e01-9b44-aa20a91dc452 ,D8,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,17906,10076,25951,7491,2351,11629,All Events,8816,44.1,,44.1,25,20,55,14515,10658,12109,All Events,10878,54.4,,54.4,32685,25059,26938,1494,808,3498
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:38:49 PM",Administrator ,bfa07fc3-aa16-4ab2-9328-f67ec9e622c7 ,D9,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18521,7455,28573,8129,3120,12252,All Events,9433,47.2,,47.2,29,24,56,14851,10953,12385,All Events,10239,51.2,,51.2,35779,26579,30104,1534,836,3431
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:39:01 PM",Administrator ,892dbd1d-9034-4f06-96b0-7dde1bbc2617 ,D10,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,19106,5123,31416,8233,3388,12761,All Events,9425,47.1,,47.1,25,20,60,14580,10630,12439,All Events,9936,49.7,,49.7,37460,26882,33752,1552,792,3517
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:39:12 PM",Administrator ,6c1df1d6-e698-48a8-90e5-83e0a6a7b226 ,D11,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,15841,7587,24373,7114,2679,11008,All Events,9106,45.5,,45.5,27,21,54,13499,9764,11654,All Events,10574,52.9,,52.9,29628,21489,25796,1433,790,2955
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:39:28 PM",Administrator ,b67beb0d-a013-4be3-b183-ddd8d0bdc68d ,D12,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,1297,,,,15358,102,26321,6939,1582,14543,All Events,517,39.9,,39.9,26,22,39,14478,10279,13830,All Events,610,47.0,,47.0,32547,23286,30248,1187,733,1992
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:39:40 PM",Administrator ,d2773d8d-2220-4507-bc6a-5af7c8ab3ec5 ,E1,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,20702,11334,31098,7586,2308,12197,All Events,8120,40.6,,40.6,22,20,67,15089,11145,12522,All Events,11288,56.4,,56.4,35883,26014,31830,1631,885,3415
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:39:51 PM",Administrator ,8e4e51f2-32ff-4a48-9cc5-0f6b24aebc74 ,E2,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,17380,8618,25921,7480,2588,11335,All Events,9037,45.2,,45.2,28,22,56,14294,10541,12032,All Events,10625,53.1,,53.1,32277,24058,26888,1488,809,3320
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:40:02 PM",Administrator ,70216e93-f395-4378-b3d5-9f12ff2b3380 ,E3,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18220,9203,27370,7564,2504,11733,All Events,8923,44.6,,44.6,28,23,54,14380,10683,11819,All Events,10736,53.7,,53.7,33416,24586,28447,1509,821,3385
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:40:14 PM",Administrator ,d459dfc5-4857-41f2-82cb-b1b3a0177321 ,E4,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,16336,2308,25847,7991,3394,11952,All Events,9662,48.3,,48.3,23,20,64,14207,10371,12053,All Events,9940,49.7,,49.7,32434,23699,27443,1611,854,3537
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:40:26 PM",Administrator ,1d6e4ba0-1ca2-4f40-a449-36f86087ee9e ,E5,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,17810,8573,26640,7642,2733,11761,All Events,9186,45.9,,45.9,25,21,58,14312,10604,11827,All Events,10481,52.4,,52.4,33577,25250,27777,1433,834,2951
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:40:37 PM",Administrator ,d5d17d16-46e6-4e97-846a-4f4a5088f8b6 ,E6,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,16818,5800,26512,8230,3475,12315,All Events,9587,47.9,,47.9,27,24,57,14628,10885,11915,All Events,10085,50.4,,50.4,32954,23996,28275,1679,930,3474
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:40:48 PM",Administrator ,17bf0536-808f-4282-b5f5-c3507ac02877 ,E7,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,16984,7282,26385,7851,3200,11456,All Events,9391,47.0,,47.0,26,21,53,14312,10660,11696,All Events,10293,51.5,,51.5,32674,23933,28072,1657,915,3507
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:41:00 PM",Administrator ,0a6ef81e-243e-4143-9d9a-3548555016bd ,E8,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,17846,9925,25565,7402,2173,11393,All Events,8865,44.3,,44.3,24,20,57,14395,10636,11737,All Events,10810,54.1,,54.1,32604,24797,25920,1380,756,3238
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:41:13 PM",Administrator ,1ff9ff92-6ea9-499b-9d1f-e19c4f34dfa6 ,E9,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,23596,10926,36732,10192,3248,16518,All Events,8785,43.9,,43.9,37,29,64,18876,13473,15655,All Events,10746,53.7,,53.7,42701,29767,38211,1936,1023,4136
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:41:25 PM",Administrator ,308660bc-5bf2-4a1c-93eb-7c70730145ed ,E10,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,17020,8986,25525,7406,2453,11488,All Events,8804,44.0,,44.0,23,20,59,14140,10492,11636,All Events,10745,53.7,,53.7,31202,23223,26325,1521,810,3711
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:41:36 PM",Administrator ,0287824c-a957-42be-bd11-7b0675500e05 ,E11,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,16332,7359,25005,6765,2569,10173,All Events,9294,46.5,,46.5,21,18,57,12595,9322,10241,All Events,10364,51.8,,51.8,30969,22971,26090,1328,714,3097
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:41:47 PM",Administrator ,f29a9b83-089e-433c-af43-4466a27c24ce ,E12,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,16553,9637,23537,6121,1859,9360,All Events,8375,41.9,,41.9,18,17,57,12414,9375,10016,All Events,11308,56.5,,56.5,28854,21850,23604,1338,735,3059
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:41:58 PM",Administrator ,429791a1-6a11-45de-a742-a330be6e2e74 ,F1,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,19705,12120,26775,6736,1722,10977,All Events,7937,39.7,,39.7,21,18,61,14230,10769,11583,All Events,11730,58.7,,58.7,33355,25091,27223,1428,783,3428
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:42:09 PM",Administrator ,5cdbaf69-716b-4cc4-bf42-e5e1c2493923 ,F2,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18524,9295,28083,7282,2289,11231,All Events,8996,45.0,,45.0,21,19,61,13959,10388,11482,All Events,10618,53.1,,53.1,34166,25369,28851,1347,723,3278
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:42:21 PM",Administrator ,960d528d-535e-4ca2-84d6-976c4e8785a2 ,F3,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,17590,137,29199,8166,3968,11543,All Events,10211,51.1,,51.1,28,22,56,13888,10266,11653,All Events,9393,47.0,,47.0,36942,26564,32133,1670,906,3435
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:42:32 PM",Administrator ,223afa9e-9c21-4136-89bf-f9904065bcee ,F4,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,17631,8708,26372,7271,2488,11039,All Events,9166,45.8,,45.8,24,20,54,13823,10249,11451,All Events,10498,52.5,,52.5,32972,25023,26865,1330,725,3081
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:42:44 PM",Administrator ,fd504f24-1019-4395-8e02-30214afaaf60 ,F5,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,17410,8864,25823,7331,2401,10993,All Events,9013,45.1,,45.1,19,18,61,13943,10569,11123,All Events,10627,53.1,,53.1,32225,24558,26374,1444,732,3696
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:42:55 PM",Administrator ,955d84f5-65f1-4cc3-9b52-29665810a2d6 ,F6,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18069,9089,27302,7179,2343,10875,All Events,9045,45.2,,45.2,26,21,55,13749,10385,11155,All Events,10600,53.0,,53.0,33508,25016,28121,1392,728,3535
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:43:07 PM",Administrator ,40382fce-9eed-47be-90c9-ac2dff26a54d ,F7,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18215,7025,28465,7960,3154,12203,All Events,9265,46.3,,46.3,22,20,62,14276,10664,11724,All Events,10124,50.6,,50.6,35234,26029,29638,1589,811,3851
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:43:18 PM",Administrator ,f2459a55-f7d3-4c4e-9bbb-d9ac077f7b32 ,F8,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,16992,7482,25835,7743,2930,11483,All Events,9455,47.3,,47.3,25,20,54,14304,10748,11686,All Events,10228,51.1,,51.1,32808,24980,26823,1437,780,3515
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:43:30 PM",Administrator ,a641c169-4357-4ae5-865e-b2e66b41cf2d ,F9,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18272,8453,27302,7461,2534,11135,All Events,9216,46.1,,46.1,23,19,59,14146,10561,11534,All Events,10396,52.0,,52.0,34502,26138,27932,1350,760,3241
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:43:42 PM",Administrator ,acdd985c-ecc6-4e93-bd45-8a7f4c7a71fd ,F10,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,18423,10982,25938,6414,1702,10228,All Events,8307,41.5,,41.5,23,19,52,13179,9935,10827,All Events,11353,56.8,,56.8,32066,24308,26248,1288,716,3124
MoBY_references,PL1_complex_day01,"Mar 13, 2018 2:43:53 PM",Administrator ,2da07a85-a438-41d4-a20c-4e3ef052a1c9 ,F11,0b4f1dd3-3c6c-4284-8560-92766ec255ed,,20000,,,,17012,5924,26556,6940,3083,10076,All Events,9480,47.4,,47.4,23,19,56,12639,9510,10452,All Events,10161,50.8,,50.8,33103,23912,28518,1507,849,3308
